name	type	x	y	z
S1	source	-0.056019748290654356	0.09892958351534462	0.01743842190567892
S2	source	-0.05338686047943864	0.08904640709084245	0.07354456288606226
S3	source	-0.07216386600171122	0.07306449785616413	0.017937118468319
S4	source	-0.07912592748234686	0.05140929117919257	0.057370046083468226
S5	source	-0.0866531574826155	0.014259520070126461	0.024229028684090187
S6	source	-0.08446661676145613	-0.014270563972259374	0.07003162513654117
S7	source	-0.032367112522982744	-0.08420766276880685	0.05300102481730541
S8	source	-0.0023572562802000926	-0.07250184604927609	0.09767178829919468
S9	source	-0.001995944538633065	-0.09067319333990108	0.020662113778852714
S10	source	0.02838112975811089	-0.0842454413318081	0.053196203695586516
S11	source	0.08089726111779451	-0.013468782472594757	0.07069988574884224
S12	source	0.08280412559490029	0.01573024757193482	0.024851509115346365
D1	detector	-0.06657110418936205	0.08141576533239747	0.047016751864186274
D2	detector	-0.0859043654400404	0.018971698468891116	0.06509762433137256
D3	detector	-0.0859867796976558	-0.01571262500338377	0.029306241692290486
D4	detector	-0.07120554551675068	-0.012874272652217859	0.10787860947691345
D5	detector	-0.07262232765180321	-0.04569167717652384	0.06967090313361358
D6	detector	-0.04095692982762003	-0.07149712501991541	0.0824492673893061
D7	detector	-0.0022053833209332288	-0.08742950471264957	0.060532455815038425
D8	detector	0.036855716311570814	-0.07145117763485492	0.0830188583088272
D9	detector	0.0690303212923282	-0.04519401643267146	0.07032415138728654
D10	detector	0.0825791557436352	-0.01490022583528956	0.02986808336493363
D11	detector	0.06712771392323756	-0.012199231886346213	0.1085725493643022
D12	detector	0.08188685574250908	0.020427932162352107	0.06571325110115192
D13	detector	-0.05009619179981863	0.10447073714802915	0.016563000404992482
D14	detector	-0.06878887143498598	0.07983050989804925	0.017594981846510017
D15	detector	-0.08557819656921899	0.021946740761429034	0.024416647515999805
D16	detector	-0.08615363095840466	-0.00627758144422989	0.06886712331259444
D17	detector	-0.03989329393804208	-0.08078928927048343	0.05299194224370935
D18	detector	0.020347615023897654	-0.08674430907561786	0.0533095383590845
D19	detector	0.07897252958880345	-0.021051827302231162	0.07057332953109549
D20	detector	0.08380805186251268	0.007914542034990864	0.025353797877135726
